(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(187, 163, 226)
(0, 0, 0)
(0, 0, 0)
(0, 0, 0)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
(179, 223, 160)
